Primary_Key_2018_2019,School_Name,Grade_Test_Type,Mastery_Level,Baseline_Year,Compared_Year,YOY_State_2019,YOY_Region_2019,YOY_District_2019,YOY_African_American_2019,YoY_Hispanic_2019,YoY_White_2019,YoY_Econ_Disadv_2019,YoY_ELL_2019
La_Porte_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,La_Porte_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.03,-0.13,0.05,0.01,0.04,-0.01
La_Porte_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,La_Porte_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,-0.07,-0.28,-0.08,-0.02,-0.06,-0.09
La_Porte_ISD_Grade 5 Reading+_At Masters Grade Level_2019,La_Porte_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.03,0.08,0.02,0.06,0.06,0.11
La_Porte_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,La_Porte_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.03,-0.15,0.001,-0.03,-0.04,-0.05
La_Porte_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,La_Porte_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.001,-0.1,0.001,0.04,0.01,-0.12
La_Porte_ISD_Grade 5 Science_At Masters Grade Level_2019,La_Porte_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.04,0.01,0.02,0.07,0.04,0.05
La_Porte_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,La_Porte_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.02,0.18,0.04,-0.04,0.05,0.08
La_Porte_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,La_Porte_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.04,0.18,0.07,0.001,0.08,0.1
La_Porte_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,La_Porte_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.07,0.15,0.08,0.05,0.1,0.1
La_Porte_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,La_Porte_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,0.08,0.36,0.07,0.06,0.09,0.12
La_Porte_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,La_Porte_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,0.02,0.12,0.03,0.001,0.04,0.001
La_Porte_ISD_Grade 6 Reading_At Masters Grade Level_2019,La_Porte_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,0.01,-0.02,0.05,-0.03,0.02,0.02
La_Porte_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,La_Porte_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.09,0.001,0.14,0.05,0.11,0.08
La_Porte_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,La_Porte_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.08,-0.02,0.1,0.11,0.07,0.04
La_Porte_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,La_Porte_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,0.01,0.03,0.001,0.01,0.01,0.02
La_Porte_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2019,La_Porte_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.05,-0.1,0.03,0.1,0.001,-0.13
La_Porte_ISD_Grade 7 Reading_At Meets Grade Level or Above_2019,La_Porte_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.06,-0.13,0.07,0.05,0.03,-0.06
La_Porte_ISD_Grade 7 Reading_At Masters Grade Level_2019,La_Porte_ISD,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,0.05,-0.07,0.07,0.03,0.05,0.05
Pasadena_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,2019,0.01,0,0.001,-0.01,0.001,-0.01,0.001,0.001
Pasadena_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,2019,0.02,0.01,0.01,0.001,0.01,0.1,0.01,0.01
Pasadena_ISD_Grade 3 Mathematics_At Masters Grade Level_2019,Pasadena_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,2019,0.02,0.01,0.01,-0.01,0.01,0.09,0.01,0.03
Pasadena_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.02,0.05,0.02,0.01,0.02,0.02
Pasadena_ISD_Grade 3 Reading_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,2019,0.02,0.02,0.02,0.03,0.02,-0.04,0.03,0.04
Pasadena_ISD_Grade 3 Reading_At Masters Grade Level_2019,Pasadena_ISD,Grade 3 Reading,At Masters Grade Level,2018,2019,0.02,0.03,0.04,-0.01,0.04,-0.02,0.04,0.05
Pasadena_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.02,-0.03,-0.03,0.02,-0.02,-0.02
Pasadena_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,-0.03,-0.02,-0.04,-0.05,-0.02,-0.01
Pasadena_ISD_Grade 4 Mathematics_At Masters Grade Level_2019,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,-0.02,-0.02,-0.01,-0.05,-0.01,-0.01
Pasadena_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,0.06,0.04,0.06,0.04,0.07,0.05
Pasadena_ISD_Grade 4 Reading_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,0.001,0.001,0.001,-0.03,0.01,0.01
Pasadena_ISD_Grade 4 Reading_At Masters Grade Level_2019,Pasadena_ISD,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,-0.02,0.001,-0.02,0.04,0.001,-0.02
Pasadena_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.01,-0.03,0.001,-0.01,-0.01,0.01
Pasadena_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,0.001,-0.06,0.001,0.03,-0.01,0.01
Pasadena_ISD_Grade 5 Mathematics+_At Masters Grade Level_2019,Pasadena_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.05,0.05,0.05,0.03,0.05,0.04
Pasadena_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.05,0.04,0.06,-0.01,0.06,0.06
Pasadena_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,0.02,-0.01,0.02,-0.01,0.01,0.01
Pasadena_ISD_Grade 5 Reading+_At Masters Grade Level_2019,Pasadena_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.03,0.001,0.03,0.04,0.03,0.02
Pasadena_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.02,-0.01,-0.02,-0.03,-0.02,-0.05
Pasadena_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.09,0.07,0.09,0.11,0.08,0.09
Pasadena_ISD_Grade 5 Science_At Masters Grade Level_2019,Pasadena_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.08,0.04,0.07,0.14,0.06,0.06
Pasadena_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.05,0.04,0.05,0.08,0.05,0.03
Pasadena_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.04,0.07,0.05,0.001,0.05,0.03
Pasadena_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,Pasadena_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.02,0.01,0.01,0.05,0.01,0.001
Pasadena_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,0.01,0.08,0.001,0.001,0.02,-0.01
Pasadena_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,0.001,0.12,-0.01,-0.03,0.01,-0.01
Pasadena_ISD_Grade 6 Reading_At Masters Grade Level_2019,Pasadena_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,-0.02,0.07,-0.02,-0.09,0.001,-0.01
Pasadena_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.05,0.04,0.05,0.001,0.05,0.06
Pasadena_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.05,0.05,0.05,0.01,0.05,0.06
Pasadena_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,Pasadena_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,-0.02,-0.04,-0.01,0.001,-0.01,-0.01
Pasadena_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2019,Pasadena_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.03,-0.02,0.04,0.04,0.03,0.04
Pasadena_ISD_Grade 7 Reading_At Meets Grade Level or Above_2019,Pasadena_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.001,0.01,-0.01,0.01,0.001,0.001
Pasadena_ISD_Grade 7 Reading_At Masters Grade Level_2019,Pasadena_ISD,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,-0.01,-0.02,-0.01,-0.02,0.001,0.01
Sheldon_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,2019,0.01,0,0.05,0.11,0.04,0.06,0.06,0.04
Sheldon_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,2019,0.02,0.01,0.001,0.01,0.001,0.16,-0.02,0.05
Sheldon_ISD_Grade 3 Mathematics_At Masters Grade Level_2019,Sheldon_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,2019,0.02,0.01,0.01,0.03,0.001,0.14,0.01,0.02
Sheldon_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.05,-0.04,-0.03,-0.07,-0.04,0.001
Sheldon_ISD_Grade 3 Reading_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,2019,0.02,0.02,0.001,-0.02,0.02,0.03,0.001,0.05
Sheldon_ISD_Grade 3 Reading_At Masters Grade Level_2019,Sheldon_ISD,Grade 3 Reading,At Masters Grade Level,2018,2019,0.02,0.03,0.01,0.02,0.02,-0.02,0.01,0.01
Sheldon_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.05,0.03,-0.06,-0.12,-0.05,-0.1
Sheldon_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,0.02,-0.02,0.01,0.07,0.001,-0.02
Sheldon_ISD_Grade 4 Mathematics_At Masters Grade Level_2019,Sheldon_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,0.02,0.04,0.001,0.08,0.001,-0.02
Sheldon_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,0.05,-0.03,0.08,-0.03,0.05,0.08
Sheldon_ISD_Grade 4 Reading_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,-0.04,-0.07,-0.02,-0.2,-0.05,-0.06
Sheldon_ISD_Grade 4 Reading_At Masters Grade Level_2019,Sheldon_ISD,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,-0.02,-0.05,-0.02,-0.04,-0.03,-0.01
Sheldon_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.02,-0.09,-0.01,0.03,-0.01,0.02
Sheldon_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,-0.05,-0.1,-0.04,-0.02,-0.04,-0.05
Sheldon_ISD_Grade 5 Mathematics+_At Masters Grade Level_2019,Sheldon_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.06,0.001,0.07,0.03,0.06,0.07
Sheldon_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.01,0.01,0.01,0.04,0.02,0.02
Sheldon_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,0.001,0.04,-0.02,0.14,0.001,-0.03
Sheldon_ISD_Grade 5 Reading+_At Masters Grade Level_2019,Sheldon_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.04,0.01,0.05,0.19,0.04,0.01
Sheldon_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.01,-0.02,0.02,0.05,0.001,0.03
Sheldon_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.07,0.08,0.07,0.05,0.08,0.09
Sheldon_ISD_Grade 5 Science_At Masters Grade Level_2019,Sheldon_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.06,0.04,0.07,0.01,0.06,0.07
Sheldon_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.07,0.001,0.09,0.16,0.07,0.11
Sheldon_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.05,0.01,0.05,0.12,0.05,0.02
Sheldon_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,Sheldon_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.03,0.02,0.04,0.02,0.04,0.02
Sheldon_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,0.03,-0.04,0.03,0.25,0.03,0.001
Sheldon_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,0.06,0.001,0.07,0.2,0.07,0.03
Sheldon_ISD_Grade 6 Reading_At Masters Grade Level_2019,Sheldon_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,0.03,0.02,0.03,0.13,0.03,0.03
Sheldon_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.01,-0.06,0.04,-0.23,0.001,0.02
Sheldon_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,-0.03,0.03,-0.04,-0.07,-0.03,-0.07
Sheldon_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,Sheldon_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,-0.03,-0.02,-0.03,-0.02,-0.03,-0.04
Sheldon_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2019,Sheldon_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.1,0.14,0.09,-0.14,0.08,0.05
Sheldon_ISD_Grade 7 Reading_At Meets Grade Level or Above_2019,Sheldon_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.01,0.01,0.02,-0.09,0.02,0.001
Sheldon_ISD_Grade 7 Reading_At Masters Grade Level_2019,Sheldon_ISD,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,0.02,0.02,0.02,-0.08,0.02,0.001
Spring_Branch_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,2019,0.01,0,0.03,0.05,0.03,0.001,0.03,0.05
Spring_Branch_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,2019,0.02,0.01,0.03,0.04,0.03,0.001,-0.01,0.03
Spring_Branch_ISD_Grade 3 Mathematics_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,2019,0.02,0.01,0.03,0.001,0.03,0.02,0.001,0.02
Spring_Branch_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.01,-0.05,0.001,-0.03,-0.01,0.001
Spring_Branch_ISD_Grade 3 Reading_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,2019,0.02,0.02,0.02,0.02,0.01,0.001,-0.01,0.001
Spring_Branch_ISD_Grade 3 Reading_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 3 Reading,At Masters Grade Level,2018,2019,0.02,0.03,0.03,0.02,0.01,0.04,-0.01,0.02
Spring_Branch_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.03,-0.07,-0.02,-0.02,-0.04,-0.04
Spring_Branch_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,0.03,0.07,0.03,0.01,0.01,0.02
Spring_Branch_ISD_Grade 4 Mathematics_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,0.06,0.06,0.06,0.08,0.02,0.03
Spring_Branch_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,-0.01,-0.03,0.001,-0.01,-0.02,-0.02
Spring_Branch_ISD_Grade 4 Reading_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,0.01,-0.02,0.03,0.001,-0.01,0.01
Spring_Branch_ISD_Grade 4 Reading_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,-0.01,0.08,0.001,-0.04,-0.03,-0.01
Spring_Branch_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.001,0.03,-0.01,0.01,-0.01,0.001
Spring_Branch_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,0.04,0.03,0.03,0.03,0.001,0.03
Spring_Branch_ISD_Grade 5 Mathematics+_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.11,0.08,0.07,0.18,0.03,0.07
Spring_Branch_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.06,0.05,0.07,0.03,0.07,0.07
Spring_Branch_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,0.03,0.001,0.03,0.03,0.01,0.01
Spring_Branch_ISD_Grade 5 Reading+_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.06,0.08,0.03,0.08,0.01,0.03
Spring_Branch_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.01,0.01,0.001,0.03,-0.01,-0.01
Spring_Branch_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.08,0.05,0.06,0.12,0.04,0.06
Spring_Branch_ISD_Grade 5 Science_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.09,0.04,0.04,0.19,0.03,0.04
Spring_Branch_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.06,0.16,0.07,0.04,0.07,0.09
Spring_Branch_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.04,0.07,0.05,0.06,0.04,0.05
Spring_Branch_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.04,0.02,0.03,0.06,0.01,0.04
Spring_Branch_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,-0.02,-0.03,-0.02,0.001,-0.03,0.001
Spring_Branch_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,-0.03,-0.04,-0.02,-0.06,-0.03,0.001
Spring_Branch_ISD_Grade 6 Reading_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,-0.05,-0.01,-0.01,-0.1,-0.02,0.001
Spring_Branch_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.02,-0.14,0.03,0.001,0.01,0.04
Spring_Branch_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.03,-0.12,0.04,0.01,0.02,0.04
Spring_Branch_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,-0.01,-0.08,0.001,-0.05,-0.02,0.001
Spring_Branch_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2019,Spring_Branch_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.01,-0.03,0.02,0.001,0.01,0.01
Spring_Branch_ISD_Grade 7 Reading_At Meets Grade Level or Above_2019,Spring_Branch_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.001,-0.14,0.02,0.01,-0.01,0.02
Spring_Branch_ISD_Grade 7 Reading_At Masters Grade Level_2019,Spring_Branch_ISD,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,0.02,-0.08,0.02,0.01,0.01,0.03
Spring_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,2019,0.01,0,0.001,0.01,0.001,0.01,0.02,0.001
Spring_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2019,Spring_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,2019,0.02,0.01,0.001,0.02,-0.02,0.06,0.01,0.001
Spring_ISD_Grade 3 Mathematics_At Masters Grade Level_2019,Spring_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,2019,0.02,0.01,0.001,0.02,-0.01,0.03,0.001,-0.01
Spring_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.01,0.001,-0.01,-0.06,0.001,-0.01
Spring_ISD_Grade 3 Reading_At Meets Grade Level or Above_2019,Spring_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,2019,0.02,0.02,0.03,0.06,0.02,-0.01,0.03,0.02
Spring_ISD_Grade 3 Reading_At Masters Grade Level_2019,Spring_ISD,Grade 3 Reading,At Masters Grade Level,2018,2019,0.02,0.03,0.03,0.04,0.05,-0.01,0.04,0.04
Spring_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.04,-0.03,-0.04,0.03,-0.05,-0.05
Spring_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Spring_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,-0.01,0.01,-0.03,0.05,0.001,-0.05
